City,State,Metro,County Name,Price,Earthquake Grants,Fire Grants,Flood Grants,Hurricane Grants,Mud/Landslide Grants,Other Grants,Severe Storm Grants,Tornado Grants,Earthquake Events,Fire Events,Flood Events,Hurricane Events,Mud/Landslide Events,Other Events,Severe Storm Events,Tornado Events
Greeley,CO,Greeley,Weld,319900.0,,,19842180.5,,,,2532512.26,,,,55.0,,,,33.0,
Medford,MA,Boston,Middlesex,549900.0,,,,87262075.0,,,29368978.73,,,,,406.0,,,331.0,
Costa Mesa,CA,Los Angeles-Long Beach-Anaheim,Orange,888000.0,1009418.48,5351166.91,5900087.86,178470717.7,,,1475602.49,,22.0,81.0,30.0,315.0,,,121.0,
Fort Lauderdale,FL,Miami-Fort Lauderdale,Broward,198999.5,,,,,,,,,,,,,,,,
Tucson,AZ,Tucson,Pima,144900.0,,,,,,,,,,,,,,,,
Gaithersburg,MD,Washington,Montgomery,584900.0,,197137.33,17200351.36,29119687.45,,,12201556.48,,,8.0,177.0,304.0,,,161.0,
Johns Creek,GA,Atlanta,Fulton,475000.0,,,1082755.35,,,,15524652.25,,,,29.0,,,,199.0,
Greenville,NC,Greenville,Pitt,206249.5,,,,4748906.77,,,358917.01,,,,,74.0,,,27.0,
Hampton,VA,Virginia Beach,Hampton City,189900.0,,,,,,,,,,,,,,,,
Plymouth,MA,Boston,Plymouth,435447.5,,,,,,,16808959.92,,,,,,,,108.0,
Pompano Beach,FL,Miami-Fort Lauderdale,Broward,237500.0,,,,,,,,,,,,,,,,
Washington,DC,Washington,District of Columbia,679000.0,,,,,,,,,,,,,,,,
Lexington,SC,Columbia,Lexington,241000.0,,,5737157.84,,,,,,,,33.0,,,,,
Miramar,FL,Miami-Fort Lauderdale,Broward,290000.0,,,,,,,,,,,,,,,,
Henderson,NV,Las Vegas,Clark,449999.5,,,44330.81,,,,5038162.82,,,,2.0,,,,79.0,
Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,379000.0,,27406651.26,,,,,,,,273.0,,,,,,
Dallas,TX,Dallas-Fort Worth,Dallas,475000.0,,,,,,,2753419.78,,,,,,,,128.0,
Ormond Beach,FL,Daytona Beach,Volusia,289000.0,,,,6184851.14,,,15001744.89,,,,,141.0,,,147.0,
Margate,FL,Miami-Fort Lauderdale,Broward,165000.0,,,,,,,,,,,,,,,,
Albuquerque,NM,Albuquerque,Bernalillo,155450.0,,,,,,,,,,,,,,,,
Zanesville,OH,Zanesville,Muskingum,129900.0,,,,,,,,,,,,,,,,
Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,991500.0,,27406651.26,,,,,,,,273.0,,,,,,
Jonesboro,AR,Jonesboro,Craighead,150955.0,,,751781.58,12122887.37,,,10468069.24,,,,28.0,120.0,,,183.0,
New York,NY,New York,New York,1895000.0,,,,24625132.25,,,,,,,,442.0,,,,
Yonkers,NY,New York,Westchester,183000.0,,,,15242232.98,,,,,,,,352.0,,,,
Fargo,ND,Fargo,Cass,195200.0,,282161.19,399085.51,,,,5861476.19,,,9.0,4.0,,,,82.0,
Painesville,OH,Cleveland,Lake,189900.0,,14777270.81,3728291.51,,,,64085981.68,,,76.0,75.0,,,,251.0,
Frisco,TX,Dallas-Fort Worth,Collin,479570.0,,,,,,,377323.65,,,,,,,,45.0,
Monroe,NJ,New York,Middlesex,404390.0,,,,87262075.0,,,29368978.73,,,,,406.0,,,331.0,
Port Saint Lucie,FL,Port St. Lucie,Saint Lucie,235000.0,,,,,,,1908872.98,,,,,,,,52.0,
Hayward,CA,San Francisco,Alameda,638000.0,,,,,,,,,,,,,,,,
Philadelphia,PA,Philadelphia,Philadelphia,89900.0,,,6316313.88,30402319.43,,,,,,,129.0,234.0,,,,
Leander,TX,Austin,Williamson,335990.0,,1599454.65,516476.41,,,,27344803.51,,,20.0,23.0,,,,180.0,
Chicago,IL,Chicago,Cook,345000.0,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
Eugene,OR,Eugene,Lane,249900.0,,,,,,,,,,,,,,,,
Columbus,OH,Columbus,Franklin,129900.0,,,1721692.51,1963389.54,,,11715365.26,,,,19.0,65.0,,,168.0,
Lauderhill,FL,Miami-Fort Lauderdale,Broward,78000.0,,,,,,,,,,,,,,,,
Mesquite,TX,Dallas-Fort Worth,Dallas,171000.0,,,,,,,2753419.78,,,,,,,,128.0,
Santa Clara,CA,San Jose,Santa Clara,1188880.0,,,,,,,,,,,,,,,,
Ashburn,VA,Washington,Loudoun,479945.0,,,,,,,,,,,,,,,,
Rochester,MN,Rochester,Olmsted,234950.0,,,,,,,,,,,,,,,,
Virginia Beach,VA,Virginia Beach,Virginia Beach City,252900.0,,,,,,,,,,,,,,,,
Chino,CA,Riverside,San Bernardino,513888.0,,34105349.32,,,,,,,,415.0,,,,,,
Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,546450.0,,27406651.26,,,,,,,,273.0,,,,,,
Hoover,AL,Birmingham,Jefferson,439900.0,,,11406244.17,57398252.37,,,108126709.6,,,,125.0,153.0,,,896.0,
Powder Springs,GA,Atlanta,Cobb,254950.0,,,217754.22,,,,62609155.71,377283.15,,,23.0,,,,219.0,10.0
Hot Springs,AR,Hot Springs,Garland,212000.0,,,,,,,1488461.88,,,,,,,,62.0,
Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,575000.0,,27406651.26,,,,,,,,273.0,,,,,,
Rock Hill,SC,Charlotte,York,170000.0,,,9741380.62,1009472.87,,,117236.51,,,,127.0,60.0,,,9.0,
Centennial,CO,Denver,Arapahoe,399900.0,,,7392599.91,,,,,,,,47.0,,,,,
Jacksonville,FL,Jacksonville,Duval,250000.0,,,,1299333.07,,,3632921.27,,,,,64.0,,,118.0,
Vacaville,CA,Vallejo,Solano,437450.0,1402341.05,,,,,,,,15.0,,,,,,,
Durham,NC,Durham,Durham,299500.0,,,,3746801.84,,,3101898.98,,,,,115.0,,,57.0,
College Station,TX,College Station,Brazos,199900.0,,,895172.3,,,,,,,,12.0,,,,,
Milton,GA,Atlanta,Fulton,577000.0,,,1146485.63,798868.54,,,20427205.72,,,,37.0,23.0,,,272.0,
Reynoldsburg,OH,Columbus,Franklin,159900.0,,,1865265.61,69586546.72,,,13658931.97,,,,29.0,309.0,,,241.0,
Palmdale,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,260000.0,,27406651.26,,,,,,,,273.0,,,,,,
New York,NY,New York,Kings,527000.0,,,,1282920352.0,,,,,,,,1135.0,,,,
Las Vegas,NV,Las Vegas,Clark,299111.0,,,44330.81,,,,5038162.82,,,,2.0,,,,79.0,
Antioch,CA,San Francisco,Contra Costa,389500.0,,,,,,,,,,,,,,,,
Fort Collins,CO,Fort Collins,Larimer,389750.0,,,16059934.5,,,,12332.0,,,,51.0,,,,13.0,
McAllen,TX,McAllen,Hidalgo,169900.0,,,556905.18,22328482.43,,,5814518.16,,,,31.0,172.0,,,92.0,
East Lansing,MI,Lansing,Ingham,216000.0,,,,1426801.97,,,266364.98,,,,,41.0,,,13.0,
Affton,MO,St. Louis,Saint Louis,149900.0,,,2531794.04,,,,11430459.22,,,,105.0,,,,323.0,
Frankfort,KY,Frankfort,Franklin,154900.0,,30200.0,4348962.76,2121331.28,,,52777613.18,124424.0,,1.0,72.0,77.0,,,523.0,12.0
Mount Pleasant,SC,Charleston,Charleston,571435.0,,,6233446.64,1635264.41,,,,,,,75.0,57.0,,,,
Chicago,IL,Chicago,Cook,525000.0,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
Union City,NJ,New York,Hudson,395000.0,,,,57577712.91,,,,,,,,186.0,,,,
Orlando,FL,Orlando,Orange,300000.0,1009418.48,5351166.91,5900087.86,178470717.7,,,1475602.49,,22.0,81.0,30.0,315.0,,,121.0,
Houston,TX,Houston,Harris,284500.0,,,48611960.21,260245203.5,,,26701559.42,,,,311.0,554.0,,,360.0,
Virginia Beach,VA,Virginia Beach,Virginia Beach City,425000.0,,,,,,,,,,,,,,,,
Richmond,VA,Richmond,Richmond City,181990.0,,,,,,,,,,,,,,,,
Chicago,IL,Chicago,Cook,190000.0,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
Bowling Green,KY,Bowling Green,Warren,169900.0,,,4146730.51,5149596.72,,,30346294.43,,,,20.0,138.0,,,166.0,
Chillicothe,OH,Chillicothe,Ross,144200.0,,,167335.03,10033737.26,,,33975461.94,,,,26.0,63.0,,,402.0,
Douglasville,GA,Atlanta,Douglas,199789.0,,,217754.22,,,,12857544.02,377283.15,,,23.0,,,,118.0,10.0
Kernersville,NC,Winston-Salem,Forsyth,217950.0,,,,,,,162424745.0,,,,,,,,146.0,
Lansdale,PA,Philadelphia,Montgomery,318517.5,,197137.33,17200351.36,29119687.45,,,12201556.48,,,8.0,177.0,304.0,,,161.0,
Amherst,NY,Buffalo,Erie,246500.0,,,,,,,1199053.13,,,,,,,,54.0,
Seattle,WA,Seattle,King,799900.0,,,2960015.36,,,,3289894.16,,,,93.0,,,,117.0,
Chicago,IL,Chicago,Cook,348999.5,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
Fresno,CA,Fresno,Fresno,285000.0,,,,,,,,,,,,,,,,
Fort Worth,TX,Dallas-Fort Worth,Tarrant,277450.0,,,,,,,,,,,,,,,,
Pasadena,MD,Baltimore,Anne Arundel,317000.0,,,,,,,,,,,,,,,,
Lancaster,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,358250.0,,27406651.26,,,,,,,,273.0,,,,,,
Lancaster,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,244000.0,,27406651.26,,,,,,,,273.0,,,,,,
Scottsdale,AZ,Phoenix,Maricopa,393750.0,,,,,,,,,,,,,,,,
Oak Lawn,IL,Chicago,Cook,179900.0,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
Lauderhill,FL,Miami-Fort Lauderdale,Broward,100000.0,,,,,,,,,,,,,,,,
San Antonio,TX,San Antonio,Bexar,249900.0,,,,,,,2107053.59,,,,,,,,70.0,
Bensalem,PA,Philadelphia,Bucks,288450.0,,,8145605.34,34501699.0,,,,,,,192.0,339.0,,,,
Tamarac,FL,Miami-Fort Lauderdale,Broward,189900.0,,,,,,,,,,,,,,,,
Brockton,MA,Boston,Plymouth,279900.0,,,,,,,16808959.92,,,,,,,,108.0,
Elk Grove,CA,Sacramento,Sacramento,399900.0,,,,,,,,,,,,,,,,
Chicago,IL,Chicago,Cook,229000.0,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
Bakersfield,CA,Bakersfield,Kern,229900.0,,,,,,,,,,,,,,,,
New York,NY,New York,Kings,705000.0,,,,479132635.5,,,,,,,,343.0,,,,
Moore,OK,Oklahoma City,Cleveland,185000.0,,5271623.74,,,,,13076192.87,48866167.83,,24.0,,,,,230.0,169.0
Webster,NY,Rochester,Monroe,249945.0,,,129164107.6,9434032.77,,,19541894.41,60042.8,,,290.0,123.0,,,293.0,3.0
New Castle,DE,Philadelphia,New Castle,185000.0,,,,,,,,,,,,,,,,
North Las Vegas,NV,Las Vegas,Clark,250000.0,,,44330.81,,,,5038162.82,,,,2.0,,,,79.0,
Porterville,CA,Visalia,Tulare,219950.0,,,,,,,,,,,,,,,,
Philadelphia,PA,Philadelphia,Philadelphia,85000.0,,,6316313.88,30402319.43,,,,,,,129.0,234.0,,,,
Durham,NC,Durham,Durham,307000.0,1009418.48,5351166.91,5900087.86,178470717.7,,,1475602.49,,22.0,81.0,30.0,315.0,,,121.0,
New York,NY,New York,Kings,900000.0,,,,479132635.5,,,,,,,,343.0,,,,
Bakersfield,CA,Bakersfield,Kern,175000.0,,,,,,,,,,,,,,,,
Greenacres,FL,Miami-Fort Lauderdale,Palm Beach,289950.0,,,,,,,,,,,,,,,,
Arlington,VA,Washington,Arlington,409925.0,,,,,,,,,,,,,,,,
Germantown,MD,Washington,Montgomery,300000.0,,197137.33,17200351.36,29119687.45,,,12201556.48,,,8.0,177.0,304.0,,,161.0,
Murfreesboro,TN,Nashville,Rutherford,283535.0,,,,,,,5948672.3,,,,,,,,33.0,
Bakersfield,CA,Bakersfield,Kern,204925.0,,,,,,,,,,,,,,,,
Milpitas,CA,San Jose,Santa Clara,948000.0,,,,,,,,,,,,,,,,
Savannah,GA,Savannah,Chatham,190000.0,,,,3246789.07,,,,,,,,80.0,,,,
Olathe,KS,Kansas City,Johnson,372996.0,,,107764.77,,,,39635982.14,,,,4.0,,,,197.0,
Dundalk,MD,Baltimore,Baltimore,145000.0,,,,,,,,,,,,,,,,
Mount Prospect,IL,Chicago,Cook,300000.0,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
Durham,NC,Durham,Durham,271900.0,,,,500012.77,,,3101898.98,,,,,35.0,,,57.0,
Tempe,AZ,Phoenix,Maricopa,279450.0,,,,,,,,,,,,,,,,
Columbia,SC,Columbia,Richland,154950.0,,,20268400.31,,,,2073175.32,,,,100.0,,,,51.0,
Hanford,CA,Hanford,Kings,254993.0,,,,479132635.5,,,,,,,,343.0,,,,
Bentonville,AR,Fayetteville,Benton,323280.0,,,84272.11,,,,8195919.44,,,,7.0,,,,155.0,
Goose Creek,SC,Charleston,Berkeley,200000.0,,,3982749.97,818430.02,,,,,,,47.0,36.0,,,,
Garland,TX,Dallas-Fort Worth,Dallas,212000.0,,,,,,,2753419.78,,,,,,,,128.0,
Village of Palmetto Bay,FL,Miami-Fort Lauderdale,Miami-Dade,419000.0,,,,,,,,,,,,,,,,
Long Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,385000.0,,27406651.26,,,,,,,,273.0,,,,,,
Fremont,CA,San Francisco,Alameda,949999.0,,,,,,,,,,,,,,,,
Franklin,TN,Nashville,Williamson,549900.0,,248002.7,,,,,182476235.4,,,6.0,,,,,239.0,
Vancouver,WA,Portland,Clark,359995.0,,,44330.81,,,,5038162.82,,,,2.0,,,,79.0,
Hayward,CA,San Francisco,Alameda,589000.0,,,,,,,,,,,,,,,,
Watsonville,CA,Santa Cruz,Santa Cruz,647000.0,,,,,,,,,,,,,,,,
Waukegan,IL,Chicago,Lake,120000.0,,14777270.81,3728291.51,,,,64085981.68,,,76.0,75.0,,,,251.0,
Shoreline,WA,Seattle,King,549950.0,,,2960015.36,,,,3289894.16,,,,93.0,,,,117.0,
Hickory,NC,Hickory,Catawba,235000.0,,238951.3,,,,,8035977.82,,,6.0,,,,,46.0,
Denham Springs,LA,Baton Rouge,Livingston,196200.0,,,193677976.1,23054563.55,,,,,,,163.0,131.0,,,,
Houston,TX,Houston,Harris,445000.0,,,48611960.21,260245203.5,,,26701559.42,,,,311.0,554.0,,,360.0,
Allen,TX,Dallas-Fort Worth,Collin,389900.0,,,,,,,,,,,,,,,,
Lake Forest,CA,Los Angeles-Long Beach-Anaheim,Orange,742400.0,1009418.48,5351166.91,5900087.86,178470717.7,,,1475602.49,,22.0,81.0,30.0,315.0,,,121.0,
Tulare,CA,Visalia,Tulare,221900.0,,,,479132635.5,,,,,,,,343.0,,,,
Columbus,GA,Columbus,Muscogee,99953.0,,,,,,,,,,,,,,,,
Charlotte,NC,Charlotte,Mecklenburg,189945.0,,,,,,,,,,,,,,,,
Oxford,MS,Oxford,Lafayette,289000.0,,,119605.31,,,,2375872.64,,,,15.0,,,,59.0,
Greenwood,IN,Indianapolis,Johnson,238990.0,,,107764.77,,,,39635982.14,,,,4.0,,,,197.0,
New York,NY,New York,Kings,589500.0,,,,479132635.5,,,,,,,,343.0,,,,
Smyrna,TN,Nashville,Rutherford,275000.0,,,,,,,5948672.3,,,,,,,,33.0,
Goldenrod,FL,Orlando,Seminole,285000.0,1009418.48,5351166.91,5900087.86,178573281.5,,,6333245.02,,22.0,81.0,30.0,340.0,,,175.0,
Huntington Beach,CA,Los Angeles-Long Beach-Anaheim,Orange,737000.0,1009418.48,5351166.91,5900087.86,178470717.7,,,1475602.49,,22.0,81.0,30.0,315.0,,,121.0,
Warner Robins,GA,Warner Robins,Houston,154900.0,,60400.0,185603.59,1573575.66,,,7915758.92,,,4.0,12.0,177.0,,,109.0,
Montgomery,AL,Montgomery,Montgomery,199925.0,,197137.33,17200351.36,29119687.45,,,12201556.48,,,8.0,177.0,304.0,,,161.0,
Mount Juliet,TN,Nashville,Wilson,388900.0,,,,1221316.23,,,172892619.9,,,,,40.0,,,222.0,
Jacksonville,FL,Jacksonville,Duval,225000.0,,,,1299333.07,,,3632921.27,,,,,64.0,,,118.0,
Washington,DC,Washington,District of Columbia,299000.0,,,,,,,,,,,,,,,,
Baytown,TX,Houston,Harris,211155.0,,,48611960.21,286630190.3,,,26739229.57,,,,311.0,678.0,,,370.0,
Spokane,WA,Spokane,Spokane,289450.0,,,,,,,,,,,,,,,,
Mission Bend,TX,Houston,Fort Bend,202450.0,,,57830552.09,271555772.3,,,28110777.19,,,,387.0,682.0,,,396.0,
Ballwin,MO,St. Louis,Saint Louis,289900.0,,,2531794.04,,,,10705184.04,,,,105.0,,,,284.0,
New York,NY,New York,Queens,400000.0,,,,803787716.8,,,,,,,,792.0,,,,
Augusta,GA,Augusta,Richmond,199900.0,,,17065641.49,397509419.2,,,24398955.8,,,,32.0,198.0,,,81.0,
Simpsonville,SC,Greenville,Greenville,283975.0,,,152942.98,,,,111893.4,,,,25.0,,,,10.0,
Charlotte,NC,Charlotte,Mecklenburg,315000.0,,,,,,,,,,,,,,,,
McDonough,GA,Atlanta,Henry,200000.0,,,326819.49,,,,448342.19,,,,18.0,,,,34.0,
Summerville,SC,Charleston,Dorchester,248745.0,,,10497603.47,2401731.13,,,,,,,109.0,87.0,,,,
San Diego,CA,San Diego,San Diego,647000.0,,81483289.38,,,,,,,,208.0,,,,,,
San Diego,CA,San Diego,San Diego,510000.0,,81483289.38,,,,,,,,208.0,,,,,,
La Habra,CA,Los Angeles-Long Beach-Anaheim,Orange,619000.0,1009418.48,32757818.17,5900087.86,178470717.7,,,1475602.49,,22.0,354.0,30.0,315.0,,,121.0,
Washington,PA,Pittsburgh,Washington,174900.0,,,7217070.8,22131919.88,,,25202378.25,240346.92,,,39.0,172.0,,,356.0,6.0
West Haven,CT,New Haven,New Haven,180000.0,,,,32092297.16,,,827845.94,,,,,196.0,,,55.0,
Durham,NC,Durham,Durham,359900.0,1009418.48,5351166.91,5900087.86,178470717.7,,,1475602.49,,22.0,81.0,30.0,315.0,,,121.0,
Oregon City,OR,Portland,Clackamas,449250.0,,,,,,,,,,,,,,,,
Peabody,MA,Boston,Essex,419900.0,,,,36778957.95,,,9369358.12,,,,,312.0,,,171.0,
Penn,PA,York,York,191855.0,,,13006502.83,1683677.22,,,1459308.47,,,,176.0,14.0,,,50.0,
Gainesville,FL,Gainesville,Alachua,267900.0,,,,,,,161582.64,,,,,,,,23.0,
Austin,TX,Austin,Travis,300000.0,,1351451.95,516476.41,,,,7293313.17,,,14.0,23.0,,,,87.0,
New York,NY,New York,Kings,469000.0,,,,479132635.5,,,,,,,,343.0,,,,
Brandon,FL,Tampa,Hillsborough,230000.0,,,,122132.98,,,832441.86,,,,,47.0,,,74.0,
Chicago,IL,Chicago,Cook,133050.0,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
Oakville,MO,St. Louis,Saint Louis,256900.0,,,2531794.04,,,,10705184.04,,,,105.0,,,,284.0,
Phoenix,AZ,Phoenix,Maricopa,279900.0,,,,,,,,,,,,,,,,
San Diego,CA,San Diego,San Diego,468450.0,,81483289.38,,,,,,,,208.0,,,,,,
Mesa,AZ,Phoenix,Maricopa,220000.0,,,,,,,,,,,,,,,,
Brentwood,CA,San Francisco,Contra Costa,615000.0,,,,,,,,,,,,,,,,
Rio Rancho,NM,Albuquerque,Sandoval,219900.0,,,,,,,,,,,,,,,,
San Antonio,TX,San Antonio,Bexar,199900.0,,,,,,,2107053.59,,,,,,,,70.0,
Austin,TX,Austin,Travis,289450.0,,1351451.95,516476.41,,,,7293313.17,,,14.0,23.0,,,,87.0,
Las Vegas,NV,Las Vegas,Clark,199994.5,,,44330.81,,,,5038162.82,,,,2.0,,,,79.0,
Huntington Beach,CA,Los Angeles-Long Beach-Anaheim,Orange,724900.0,1009418.48,5351166.91,5900087.86,178470717.7,,,1475602.49,,22.0,81.0,30.0,315.0,,,121.0,
Union City,CA,San Francisco,Alameda,849950.0,,,,,,,,,,,,,,,,
Clarksville,TN,Clarksville,Montgomery,190900.0,,197137.33,17200351.36,29119687.45,,,12201556.48,,,8.0,177.0,304.0,,,161.0,
Tulsa,OK,Tulsa,Tulsa,211000.0,,,,,,,80731.12,,,,,,,,27.0,
Seattle,WA,Seattle,King,805000.0,,,2960015.36,,,,3289894.16,,,,93.0,,,,117.0,
Glendale,AZ,Phoenix,Maricopa,138500.0,,,,,,,,,,,,,,,,
Marietta,GA,Atlanta,Cobb,325000.0,,,63730.28,798868.54,,,49866883.96,,,,8.0,23.0,,,147.0,
Baltimore,MD,Baltimore,Baltimore City,243700.0,,,,,,,,,,,,,,,,
Charlotte,NC,Charlotte,Mecklenburg,211450.0,,,,,,,,,,,,,,,,
North Bethesda,MD,Washington,Montgomery,472000.0,,197137.33,17200351.36,29119687.45,,,12201556.48,,,8.0,177.0,304.0,,,161.0,
Queen Creek,AZ,Phoenix,Pinal,329500.0,,,,,,,,,,,,,,,,
Jupiter,FL,Miami-Fort Lauderdale,Palm Beach,451950.0,,,,765031.06,,,1877775.71,,,,,34.0,,,42.0,
Longview,WA,Longview,Cowlitz,229900.0,,,1807693.08,,,,280022.69,,,,26.0,,,,8.0,
Modesto,CA,Modesto,Stanislaus,349900.0,,,,,,,,,,,,,,,,
Twin Falls,ID,Twin Falls,Twin Falls,229900.0,,,,,,,,,,,,,,,,
Kalispell,MT,Kalispell,Flathead,369900.0,,,,,,,138541.56,,,,,,,,6.0,
Rancho Cordova,CA,Sacramento,Sacramento,329000.0,,,,,,,,,,,,,,,,
Peoria,AZ,Phoenix,Maricopa,208000.0,,,,,,,,,,,,,,,,
Glen Burnie,MD,Baltimore,Anne Arundel,259900.0,,,,,,,,,,,,,,,,
Oviedo,FL,Orlando,Seminole,358850.0,1009418.48,5351166.91,5900087.86,178573281.5,,,6333245.02,,22.0,81.0,30.0,340.0,,,175.0,
Rialto,CA,Riverside,San Bernardino,334950.0,,6698698.06,,,,,,,,142.0,,,,,,
Columbus,OH,Columbus,Franklin,147000.0,,,1721692.51,1963389.54,,,11715365.26,,,,19.0,65.0,,,168.0,
Lombard,IL,Chicago,Du Page,257900.0,,,24805152.33,,,,15351581.12,,,,95.0,,,,166.0,
Eugene,OR,Eugene,Lane,359000.0,,,,,,,,,,,,,,,,
Chattanooga,TN,Chattanooga,Hamilton,229300.0,,,,,,,9286661.49,,,,,,,,139.0,
Gallatin,TN,Nashville,Sumner,329900.0,,,,,,,10708957.92,,,,,,,,48.0,
Cupertino,CA,San Jose,Santa Clara,1898000.0,,,,,,,,,,,,,,,,
Dublin,CA,San Francisco,Alameda,923950.0,,,,,,,,,,,,,,,,
Brentwood,TN,Nashville,Williamson,679900.0,,248002.7,,,,,182476235.4,,,6.0,,,,,239.0,
Middletown,OH,Cincinnati,Butler,141950.0,,,4146730.51,5149596.72,,,30328706.17,,,,20.0,138.0,,,159.0,
Lower Makefield,PA,Philadelphia,Bucks,434900.0,,,1829291.46,4099379.57,,,,,,,63.0,105.0,,,,
Philadelphia,PA,Philadelphia,Philadelphia,69900.0,,,6316313.88,30402319.43,,,,,,,129.0,234.0,,,,
Charlotte,NC,Charlotte,Mecklenburg,374900.0,,,,,,,,,,,,,,,,
Wellington,FL,Miami-Fort Lauderdale,Palm Beach,480000.0,,,,,,,,,,,,,,,,
Salina,KS,Salina,Saline,142000.0,,,,,,,5674847.87,,,,,,,,73.0,
Newnan,GA,Atlanta,Coweta,237845.0,,,,,,,296841.19,,,,,,,,16.0,
San Diego,CA,San Diego,San Diego,399450.0,,81483289.38,,,,,,,,208.0,,,,,,
Morganton,NC,Hickory,Burke,184900.0,,238951.3,1758030.14,,,,2669657.74,,,6.0,75.0,,,,175.0,
Mint Hill,NC,Charlotte,Mecklenburg,269000.0,,,5376184.95,45152081.86,,,4287490.43,,,,27.0,222.0,,,83.0,
Hamilton,OH,Cincinnati,Butler,149900.0,,,,,,,35119765.31,,,,,,,,221.0,
Venice,FL,North Port-Sarasota-Bradenton,Sarasota,274900.0,,,,,,,351361.07,,,,,,,,36.0,
Phoenix,AZ,Phoenix,Maricopa,225000.0,,,,,,,,,,,,,,,,
Marrero,LA,New Orleans,Jefferson,141000.0,,,,69518893.62,,,,,,,,436.0,,,,
Cary,NC,Raleigh,Wake,458450.0,,,,3746801.84,,,3101898.98,,,,,115.0,,,57.0,
Chesapeake,VA,Virginia Beach,Chesapeake City,385000.0,,,,,,,,,,,,,,,,
South San Francisco,CA,San Francisco,San Mateo,889429.0,,,,,,,,,,,,,,,,
Jackson,TN,Jackson,Madison,188128.5,,,117981.76,1099888.42,,,36606633.91,,,,5.0,45.0,,,398.0,
Boca Raton,FL,Miami-Fort Lauderdale,Palm Beach,322500.0,,,,,,,,,,,,,,,,
Elizabethtown,KY,Elizabethtown,Hardin,199900.0,,,,9444352.93,,,4059655.52,,,,,64.0,,,99.0,
Henderson,NV,Las Vegas,Clark,330000.0,,,44330.81,,,,5038162.82,,,,2.0,,,,79.0,
Las Vegas,NV,Las Vegas,Clark,209000.0,,,44330.81,,,,5038162.82,,,,2.0,,,,79.0,
Atascocita,TX,Houston,Harris,255950.0,,,48611960.21,260245203.5,,,26701559.42,,,,311.0,554.0,,,360.0,
Virginia Beach,VA,Virginia Beach,Virginia Beach City,319999.0,,,,,,,,,,,,,,,,
 Lockport,NY,Buffalo,Niagara,102450.0,,,,,,,,,,,,,,,,
Delaware,OH,Columbus,Delaware,293849.0,,,6183831.4,53167447.34,,,13678614.35,,,,91.0,416.0,,,177.0,
New Albany,IN,Louisville/Jefferson County,Floyd,129900.0,,,44330.81,,,,14036183.37,,,,2.0,,,,261.0,
El Paso,TX,El Paso,El Paso,100000.0,,,3561960.19,,,,,,,,66.0,,,,,
High Point,NC,,Guilford,169990.0,,,,,,,162424745.0,,,,,,,,146.0,
Lithonia,GA,Atlanta,Dekalb,139000.0,,,228756.2,,,,26564330.74,,,,18.0,,,,265.0,
Lilburn,GA,Atlanta,Gwinnett,245000.0,,,,,,,14571208.44,,,,,,,,70.0,
Troy,NY,Albany,Rensselaer,199800.0,,,,2615675.0,,,,,,,,47.0,,,,
Acworth,GA,Atlanta,Cobb,306678.0,,,63730.28,798868.54,,,55921680.34,,,,8.0,23.0,,,215.0,
Country Club,FL,Miami-Fort Lauderdale,Miami-Dade,242249.5,,,,,,,,,,,,,,,,
Chicago,IL,Chicago,Cook,315000.0,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
Florence,KY,Cincinnati,Boone,154950.0,,,,,,,3396526.85,,,,,,,,98.0,
Huntington Beach,CA,Los Angeles-Long Beach-Anaheim,Orange,1099000.0,1009418.48,5351166.91,5900087.86,178470717.7,,,1475602.49,,22.0,81.0,30.0,315.0,,,121.0,
Apple Valley,MN,Minneapolis-St Paul,Dakota,269900.0,,,834328.53,,,,,,,,8.0,,,,,
Tallahassee,FL,Tallahassee,Leon,138500.0,,22437.43,,447983.09,,,1725446.62,,,6.0,,15.0,,,37.0,
Austin,TX,Austin,Travis,267450.0,,1351451.95,516476.41,,,,7293313.17,,,14.0,23.0,,,,87.0,
Irvine,CA,Los Angeles-Long Beach-Anaheim,Orange,1040000.0,1009418.48,5351166.91,5900087.86,178470717.7,,,1475602.49,,22.0,81.0,30.0,315.0,,,121.0,
San Francisco,CA,San Francisco,San Francisco,949000.0,,,,,,,,,,,,,,,,
Murfreesboro,TN,Nashville,Rutherford,301220.0,,,,,,,5948672.3,,,,,,,,33.0,
